epoch: 0, loss: 2.1070, minimizing loss: 14.2212, maximizing loss: 14.2519
epoch: 1, loss: 0.1701, minimizing loss: 1.4630, maximizing loss: 1.5211
epoch: 2, loss: 0.1256, minimizing loss: 1.1606, maximizing loss: 1.2176
epoch: 3, loss: 0.1240, minimizing loss: 1.1529, maximizing loss: 1.2105
epoch: 4, loss: 0.1231, minimizing loss: 1.1479, maximizing loss: 1.2056
epoch: 5, loss: 0.1217, minimizing loss: 1.1391, maximizing loss: 1.1969
epoch: 6, loss: 0.1190, minimizing loss: 1.1223, maximizing loss: 1.1804
epoch: 7, loss: 0.1124, minimizing loss: 1.0818, maximizing loss: 1.1405
epoch: 8, loss: 0.1022, minimizing loss: 1.0169, maximizing loss: 1.0761
epoch: 9, loss: 0.0906, minimizing loss: 0.9361, maximizing loss: 0.9947
epoch: 10, loss: 0.0799, minimizing loss: 0.8659, maximizing loss: 0.9247
epoch: 11, loss: 0.0688, minimizing loss: 0.7951, maximizing loss: 0.8545
epoch: 12, loss: 0.0581, minimizing loss: 0.7255, maximizing loss: 0.7852
epoch: 13, loss: 0.0503, minimizing loss: 0.6757, maximizing loss: 0.7357
epoch: 14, loss: 0.0447, minimizing loss: 0.6402, maximizing loss: 0.7006
epoch: 15, loss: 0.0407, minimizing loss: 0.6157, maximizing loss: 0.6765
epoch: 16, loss: 0.0378, minimizing loss: 0.5986, maximizing loss: 0.6598
epoch: 17, loss: 0.0356, minimizing loss: 0.5867, maximizing loss: 0.6483
epoch: 18, loss: 0.0332, minimizing loss: 0.5760, maximizing loss: 0.6386
epoch: 19, loss: 0.0312, minimizing loss: 0.5672, maximizing loss: 0.6306
epoch: 20, loss: 0.0293, minimizing loss: 0.5590, maximizing loss: 0.6232
epoch: 21, loss: 0.0276, minimizing loss: 0.5512, maximizing loss: 0.6159
epoch: 22, loss: 0.0251, minimizing loss: 0.5367, maximizing loss: 0.6018
epoch: 23, loss: 0.0228, minimizing loss: 0.5232, maximizing loss: 0.5888
epoch: 24, loss: 0.0213, minimizing loss: 0.5128, maximizing loss: 0.5782
epoch: 25, loss: 0.0199, minimizing loss: 0.5013, maximizing loss: 0.5663
epoch: 26, loss: 0.0179, minimizing loss: 0.4892, maximizing loss: 0.5545
epoch: 27, loss: 0.0162, minimizing loss: 0.4802, maximizing loss: 0.5459
epoch: 28, loss: 0.0148, minimizing loss: 0.4740, maximizing loss: 0.5402
epoch: 29, loss: 0.0135, minimizing loss: 0.4683, maximizing loss: 0.5350
epoch: 30, loss: 0.0125, minimizing loss: 0.4639, maximizing loss: 0.5311
epoch: 31, loss: 0.0115, minimizing loss: 0.4594, maximizing loss: 0.5269
epoch: 32, loss: 0.0107, minimizing loss: 0.4552, maximizing loss: 0.5230
epoch: 33, loss: 0.0099, minimizing loss: 0.4523, maximizing loss: 0.5204
epoch: 34, loss: 0.0092, minimizing loss: 0.4504, maximizing loss: 0.5190
epoch: 35, loss: 0.0085, minimizing loss: 0.4480, maximizing loss: 0.5170
epoch: 36, loss: 0.0079, minimizing loss: 0.4461, maximizing loss: 0.5155
epoch: 37, loss: 0.0074, minimizing loss: 0.4442, maximizing loss: 0.5139
epoch: 38, loss: 0.0069, minimizing loss: 0.4431, maximizing loss: 0.5131
epoch: 39, loss: 0.0067, minimizing loss: 0.4416, maximizing loss: 0.5116
epoch: 40, loss: 0.0061, minimizing loss: 0.4400, maximizing loss: 0.5105
epoch: 41, loss: 0.0055, minimizing loss: 0.4408, maximizing loss: 0.5122
epoch: 42, loss: 0.0055, minimizing loss: 0.4407, maximizing loss: 0.5120
epoch: 43, loss: 0.0058, minimizing loss: 0.4434, maximizing loss: 0.5148
epoch: 44, loss: 0.0058, minimizing loss: 0.4463, maximizing loss: 0.5183
epoch: 45, loss: 0.0062, minimizing loss: 0.4488, maximizing loss: 0.5207
epoch: 46, loss: 0.0042, minimizing loss: 0.4422, maximizing loss: 0.5153
epoch: 47, loss: 0.0044, minimizing loss: 0.4425, maximizing loss: 0.5154
epoch: 48, loss: 0.0031, minimizing loss: 0.4417, maximizing loss: 0.5160
epoch: 49, loss: 0.0035, minimizing loss: 0.4427, maximizing loss: 0.5167
epoch: 50, loss: 0.0024, minimizing loss: 0.4429, maximizing loss: 0.5182
