epoch: 0, loss: 0.2140, minimizing loss: 1.6658, maximizing loss: 1.7080
epoch: 1, loss: 0.1415, minimizing loss: 1.1576, maximizing loss: 1.1955
epoch: 2, loss: 0.1408, minimizing loss: 1.1642, maximizing loss: 1.2041
epoch: 3, loss: 0.1401, minimizing loss: 1.1620, maximizing loss: 1.2022
epoch: 4, loss: 0.1395, minimizing loss: 1.1589, maximizing loss: 1.1993
epoch: 5, loss: 0.1386, minimizing loss: 1.1575, maximizing loss: 1.1987
epoch: 6, loss: 0.1383, minimizing loss: 1.1605, maximizing loss: 1.2026
epoch: 7, loss: 0.1364, minimizing loss: 1.1586, maximizing loss: 1.2026
epoch: 8, loss: 0.1323, minimizing loss: 1.1393, maximizing loss: 1.1848
epoch: 9, loss: 0.1251, minimizing loss: 1.0819, maximizing loss: 1.1256
epoch: 10, loss: 0.1080, minimizing loss: 0.9624, maximizing loss: 1.0052
epoch: 11, loss: 0.0928, minimizing loss: 0.8508, maximizing loss: 0.8918
epoch: 12, loss: 0.0782, minimizing loss: 0.7794, maximizing loss: 0.8249
epoch: 13, loss: 0.0623, minimizing loss: 0.7255, maximizing loss: 0.7803
epoch: 14, loss: 0.0530, minimizing loss: 0.7343, maximizing loss: 0.8015
epoch: 15, loss: 0.0478, minimizing loss: 0.7513, maximizing loss: 0.8276
epoch: 16, loss: 0.0441, minimizing loss: 0.7240, maximizing loss: 0.7998
epoch: 17, loss: 0.0432, minimizing loss: 0.6398, maximizing loss: 0.7018
epoch: 18, loss: 0.0420, minimizing loss: 0.5994, maximizing loss: 0.6557
epoch: 19, loss: 0.0397, minimizing loss: 0.5908, maximizing loss: 0.6484
epoch: 20, loss: 0.0396, minimizing loss: 0.5843, maximizing loss: 0.6408
epoch: 21, loss: 0.0405, minimizing loss: 0.5811, maximizing loss: 0.6360
epoch: 22, loss: 0.0372, minimizing loss: 0.5645, maximizing loss: 0.6204
epoch: 23, loss: 0.0378, minimizing loss: 0.5645, maximizing loss: 0.6196
epoch: 24, loss: 0.0342, minimizing loss: 0.5475, maximizing loss: 0.6040
epoch: 25, loss: 0.0407, minimizing loss: 0.5625, maximizing loss: 0.6140
epoch: 26, loss: 0.0322, minimizing loss: 0.5325, maximizing loss: 0.5886
epoch: 27, loss: 0.0420, minimizing loss: 0.5500, maximizing loss: 0.5977
epoch: 28, loss: 0.0332, minimizing loss: 0.5244, maximizing loss: 0.5779
