epoch: 0, loss: 2.1573, minimizing loss: 10.8199, maximizing loss: 10.8282
epoch: 1, loss: 0.1982, minimizing loss: 1.0482, maximizing loss: 1.0625
epoch: 2, loss: 0.1853, minimizing loss: 1.0206, maximizing loss: 1.0442
epoch: 3, loss: 0.1784, minimizing loss: 1.0315, maximizing loss: 1.0664
epoch: 4, loss: 0.1705, minimizing loss: 1.0141, maximizing loss: 1.0545
epoch: 5, loss: 0.1619, minimizing loss: 0.9784, maximizing loss: 1.0206
epoch: 6, loss: 0.1508, minimizing loss: 0.9284, maximizing loss: 0.9719
epoch: 7, loss: 0.1338, minimizing loss: 0.8485, maximizing loss: 0.8933
epoch: 8, loss: 0.1185, minimizing loss: 0.7718, maximizing loss: 0.8167
epoch: 9, loss: 0.1046, minimizing loss: 0.7038, maximizing loss: 0.7490
epoch: 10, loss: 0.0829, minimizing loss: 0.5947, maximizing loss: 0.6397
epoch: 11, loss: 0.0695, minimizing loss: 0.5274, maximizing loss: 0.5724
epoch: 12, loss: 0.0581, minimizing loss: 0.4690, maximizing loss: 0.5137
epoch: 13, loss: 0.0513, minimizing loss: 0.4355, maximizing loss: 0.4803
epoch: 14, loss: 0.0475, minimizing loss: 0.4189, maximizing loss: 0.4643
epoch: 15, loss: 0.0447, minimizing loss: 0.4071, maximizing loss: 0.4530
epoch: 16, loss: 0.0422, minimizing loss: 0.3967, maximizing loss: 0.4431
epoch: 17, loss: 0.0395, minimizing loss: 0.3846, maximizing loss: 0.4314
epoch: 18, loss: 0.0375, minimizing loss: 0.3756, maximizing loss: 0.4226
epoch: 19, loss: 0.0359, minimizing loss: 0.3688, maximizing loss: 0.4161
epoch: 20, loss: 0.0346, minimizing loss: 0.3632, maximizing loss: 0.4108
epoch: 21, loss: 0.0336, minimizing loss: 0.3592, maximizing loss: 0.4070
epoch: 22, loss: 0.0326, minimizing loss: 0.3550, maximizing loss: 0.4031
epoch: 23, loss: 0.0316, minimizing loss: 0.3516, maximizing loss: 0.4000
epoch: 24, loss: 0.0309, minimizing loss: 0.3482, maximizing loss: 0.3967
epoch: 25, loss: 0.0301, minimizing loss: 0.3454, maximizing loss: 0.3941
epoch: 26, loss: 0.0292, minimizing loss: 0.3414, maximizing loss: 0.3903
epoch: 27, loss: 0.0277, minimizing loss: 0.3352, maximizing loss: 0.3843
epoch: 28, loss: 0.0263, minimizing loss: 0.3286, maximizing loss: 0.3779
epoch: 29, loss: 0.0247, minimizing loss: 0.3213, maximizing loss: 0.3708
epoch: 30, loss: 0.0230, minimizing loss: 0.3127, maximizing loss: 0.3621
epoch: 31, loss: 0.0214, minimizing loss: 0.3049, maximizing loss: 0.3543
epoch: 32, loss: 0.0203, minimizing loss: 0.2995, maximizing loss: 0.3490
epoch: 33, loss: 0.0197, minimizing loss: 0.2969, maximizing loss: 0.3464
epoch: 34, loss: 0.0195, minimizing loss: 0.2957, maximizing loss: 0.3452
epoch: 35, loss: 0.0197, minimizing loss: 0.2956, maximizing loss: 0.3449
epoch: 36, loss: 0.0194, minimizing loss: 0.2915, maximizing loss: 0.3401
epoch: 37, loss: 0.0190, minimizing loss: 0.2884, maximizing loss: 0.3367
epoch: 38, loss: 0.0177, minimizing loss: 0.2832, maximizing loss: 0.3318
epoch: 39, loss: 0.0172, minimizing loss: 0.2815, maximizing loss: 0.3303
epoch: 40, loss: 0.0168, minimizing loss: 0.2799, maximizing loss: 0.3289
epoch: 41, loss: 0.0162, minimizing loss: 0.2782, maximizing loss: 0.3276
epoch: 42, loss: 0.0157, minimizing loss: 0.2762, maximizing loss: 0.3257
epoch: 43, loss: 0.0153, minimizing loss: 0.2753, maximizing loss: 0.3251
epoch: 44, loss: 0.0147, minimizing loss: 0.2740, maximizing loss: 0.3241
epoch: 45, loss: 0.0143, minimizing loss: 0.2727, maximizing loss: 0.3230
epoch: 46, loss: 0.0143, minimizing loss: 0.2738, maximizing loss: 0.3244
