epoch: 0, mdn loss: 0.9639713764190674, prediction loss: 0.44616487324237825
epoch: 1, mdn loss: 0.9636215567588806, prediction loss: 0.44602917283773424
epoch: 2, mdn loss: 0.9634545147418976, prediction loss: 0.4459625884890556
epoch: 3, mdn loss: 0.9633789718151092, prediction loss: 0.44593155980110166
epoch: 4, mdn loss: 0.9632854998111725, prediction loss: 0.4459057986736298
epoch: 5, mdn loss: 0.9632058501243591, prediction loss: 0.4458826661109924
epoch: 6, mdn loss: 0.9631679236888886, prediction loss: 0.4458704352378845
epoch: 7, mdn loss: 0.9630769222974778, prediction loss: 0.4458530455827713
epoch: 8, mdn loss: 0.9630503565073013, prediction loss: 0.445851768553257
epoch: 9, mdn loss: 0.962964990735054, prediction loss: 0.44583378434181214
epoch: 10, mdn loss: 0.9629515886306763, prediction loss: 0.4458210900425911
epoch: 11, mdn loss: 0.9628771126270295, prediction loss: 0.44579833298921584
epoch: 12, mdn loss: 0.9627962499856949, prediction loss: 0.4457680404186249
epoch: 13, mdn loss: 0.9627216935157776, prediction loss: 0.44576230049133303
epoch: 14, mdn loss: 0.962664720416069, prediction loss: 0.44573813676834106
epoch: 15, mdn loss: 0.9626022458076477, prediction loss: 0.4457272619009018
epoch: 16, mdn loss: 0.9625460922718048, prediction loss: 0.44571375846862793
epoch: 17, mdn loss: 0.9624697595834732, prediction loss: 0.44569243490695953
epoch: 18, mdn loss: 0.9623995631933212, prediction loss: 0.4456668421626091
epoch: 19, mdn loss: 0.9623608946800232, prediction loss: 0.4456608548760414
epoch: 20, mdn loss: 0.9622816413640976, prediction loss: 0.4456427425146103
epoch: 21, mdn loss: 0.9621789366006851, prediction loss: 0.4456048056483269
epoch: 22, mdn loss: 0.9621207565069199, prediction loss: 0.4455897003412247
epoch: 23, mdn loss: 0.9620456874370575, prediction loss: 0.44556859582662584
epoch: 24, mdn loss: 0.9620121330022812, prediction loss: 0.4455664768815041
epoch: 25, mdn loss: 0.9619358807802201, prediction loss: 0.4455401673913002
epoch: 26, mdn loss: 0.9618679046630859, prediction loss: 0.4455303207039833
epoch: 27, mdn loss: 0.9618140906095505, prediction loss: 0.44549631625413894
epoch: 28, mdn loss: 0.9617373585700989, prediction loss: 0.4454844206571579
epoch: 29, mdn loss: 0.9616550326347351, prediction loss: 0.44548683911561965
epoch: 30, mdn loss: 0.9615730434656143, prediction loss: 0.44543547332286837
epoch: 31, mdn loss: 0.9615149766206741, prediction loss: 0.44542209059000015
epoch: 32, mdn loss: 0.961444753408432, prediction loss: 0.4454182177782059
epoch: 33, mdn loss: 0.9613774925470352, prediction loss: 0.44540598392486574
epoch: 34, mdn loss: 0.9613277822732925, prediction loss: 0.4453809157013893
epoch: 35, mdn loss: 0.9612554907798767, prediction loss: 0.44534199237823485
epoch: 36, mdn loss: 0.9612602591514587, prediction loss: 0.44533253759145736
epoch: 37, mdn loss: 0.9611622452735901, prediction loss: 0.4453072726726532
epoch: 38, mdn loss: 0.9610706925392151, prediction loss: 0.44528182297945024
epoch: 39, mdn loss: 0.9609951645135879, prediction loss: 0.4452641561627388
epoch: 40, mdn loss: 0.9609416753053666, prediction loss: 0.4452449411153793
epoch: 41, mdn loss: 0.960864445567131, prediction loss: 0.44522255212068557
epoch: 42, mdn loss: 0.9608207404613495, prediction loss: 0.4452110841870308
epoch: 43, mdn loss: 0.960754781961441, prediction loss: 0.44518319368362425
epoch: 44, mdn loss: 0.9607062101364136, prediction loss: 0.445173054933548
epoch: 45, mdn loss: 0.9606491535902023, prediction loss: 0.4451440557837486
epoch: 46, mdn loss: 0.9606347501277923, prediction loss: 0.44512872993946073
epoch: 47, mdn loss: 0.9605872899293899, prediction loss: 0.44512743800878524
epoch: 48, mdn loss: 0.960508969426155, prediction loss: 0.44509817063808443
epoch: 49, mdn loss: 0.9603946834802628, prediction loss: 0.44507555663585663
epoch: 50, mdn loss: 0.9603343516588211, prediction loss: 0.4450484439730644
epoch: 51, mdn loss: 0.9602880865335465, prediction loss: 0.44504946619272234
epoch: 52, mdn loss: 0.9602370440959931, prediction loss: 0.4450146973133087
epoch: 53, mdn loss: 0.9602088183164597, prediction loss: 0.4449924319982529
epoch: 54, mdn loss: 0.9601825565099716, prediction loss: 0.4449741005897522
epoch: 55, mdn loss: 0.9601112186908722, prediction loss: 0.4449746206402779
epoch: 56, mdn loss: 0.9600017875432968, prediction loss: 0.44493172913789747
epoch: 57, mdn loss: 0.9599867194890976, prediction loss: 0.4449168756604195
epoch: 58, mdn loss: 0.9599179923534393, prediction loss: 0.44488964378833773
epoch: 59, mdn loss: 0.9598444402217865, prediction loss: 0.44488291144371034
epoch: 60, mdn loss: 0.9598276793956757, prediction loss: 0.4448606535792351
epoch: 61, mdn loss: 0.9597879350185394, prediction loss: 0.4448355332016945
epoch: 62, mdn loss: 0.9597358494997025, prediction loss: 0.4448306933045387
epoch: 63, mdn loss: 0.9596616387367248, prediction loss: 0.44480891078710555
epoch: 64, mdn loss: 0.9596124678850174, prediction loss: 0.4447851225733757
epoch: 65, mdn loss: 0.959571173787117, prediction loss: 0.4447734862565994
epoch: 66, mdn loss: 0.9595444798469543, prediction loss: 0.44475581794977187
epoch: 67, mdn loss: 0.9594949334859848, prediction loss: 0.44472405314445496



pred loss is very different from vr mode (single rnn mode)
mdn is same
