epoch: 0, loss: 1.7974, minimizing loss: 12.2177, maximizing loss: 12.2592
epoch: 1, loss: 0.1375, minimizing loss: 1.2064, maximizing loss: 1.2576
epoch: 2, loss: 0.1251, minimizing loss: 1.1530, maximizing loss: 1.2094
epoch: 3, loss: 0.1244, minimizing loss: 1.1538, maximizing loss: 1.2111
epoch: 4, loss: 0.1238, minimizing loss: 1.1498, maximizing loss: 1.2071
epoch: 5, loss: 0.1218, minimizing loss: 1.1353, maximizing loss: 1.1924
epoch: 6, loss: 0.1169, minimizing loss: 1.1032, maximizing loss: 1.1603
epoch: 7, loss: 0.1082, minimizing loss: 1.0475, maximizing loss: 1.1051
epoch: 8, loss: 0.0923, minimizing loss: 0.9450, maximizing loss: 1.0032
epoch: 9, loss: 0.0785, minimizing loss: 0.8526, maximizing loss: 0.9107
epoch: 10, loss: 0.0701, minimizing loss: 0.8035, maximizing loss: 0.8629
epoch: 11, loss: 0.0610, minimizing loss: 0.7457, maximizing loss: 0.8055
epoch: 12, loss: 0.0519, minimizing loss: 0.6840, maximizing loss: 0.7436
epoch: 13, loss: 0.0436, minimizing loss: 0.6331, maximizing loss: 0.6936
epoch: 14, loss: 0.0375, minimizing loss: 0.5982, maximizing loss: 0.6596
epoch: 15, loss: 0.0340, minimizing loss: 0.5821, maximizing loss: 0.6448
epoch: 16, loss: 0.0310, minimizing loss: 0.5676, maximizing loss: 0.6312
epoch: 17, loss: 0.0287, minimizing loss: 0.5566, maximizing loss: 0.6210
epoch: 18, loss: 0.0268, minimizing loss: 0.5482, maximizing loss: 0.6133
epoch: 19, loss: 0.0252, minimizing loss: 0.5414, maximizing loss: 0.6073
epoch: 20, loss: 0.0234, minimizing loss: 0.5304, maximizing loss: 0.5964
epoch: 21, loss: 0.0217, minimizing loss: 0.5193, maximizing loss: 0.5854
epoch: 22, loss: 0.0205, minimizing loss: 0.5101, maximizing loss: 0.5761
epoch: 23, loss: 0.0198, minimizing loss: 0.5031, maximizing loss: 0.5686
epoch: 24, loss: 0.0182, minimizing loss: 0.4927, maximizing loss: 0.5583
epoch: 25, loss: 0.0168, minimizing loss: 0.4842, maximizing loss: 0.5500
epoch: 26, loss: 0.0154, minimizing loss: 0.4771, maximizing loss: 0.5432
epoch: 27, loss: 0.0144, minimizing loss: 0.4722, maximizing loss: 0.5387
epoch: 28, loss: 0.0136, minimizing loss: 0.4689, maximizing loss: 0.5357
epoch: 29, loss: 0.0127, minimizing loss: 0.4649, maximizing loss: 0.5320
epoch: 30, loss: 0.0118, minimizing loss: 0.4605, maximizing loss: 0.5279
epoch: 31, loss: 0.0111, minimizing loss: 0.4572, maximizing loss: 0.5248
epoch: 32, loss: 0.0101, minimizing loss: 0.4535, maximizing loss: 0.5216
epoch: 33, loss: 0.0092, minimizing loss: 0.4487, maximizing loss: 0.5170
epoch: 34, loss: 0.0081, minimizing loss: 0.4432, maximizing loss: 0.5119
epoch: 35, loss: 0.0070, minimizing loss: 0.4370, maximizing loss: 0.5059
epoch: 36, loss: 0.0058, minimizing loss: 0.4313, maximizing loss: 0.5006
epoch: 37, loss: 0.0049, minimizing loss: 0.4265, maximizing loss: 0.4960
epoch: 38, loss: 0.0039, minimizing loss: 0.4226, maximizing loss: 0.4926
epoch: 39, loss: 0.0031, minimizing loss: 0.4197, maximizing loss: 0.4901
epoch: 40, loss: 0.0028, minimizing loss: 0.4191, maximizing loss: 0.4897
epoch: 41, loss: 0.0023, minimizing loss: 0.4183, maximizing loss: 0.4894
epoch: 42, loss: 0.0018, minimizing loss: 0.4165, maximizing loss: 0.4878
epoch: 43, loss: 0.0014, minimizing loss: 0.4161, maximizing loss: 0.4879
epoch: 44, loss: 0.0011, minimizing loss: 0.4151, maximizing loss: 0.4871
epoch: 45, loss: 0.0007, minimizing loss: 0.4146, maximizing loss: 0.4869
epoch: 46, loss: 0.0002, minimizing loss: 0.4118, maximizing loss: 0.4843
epoch: 47, loss: -0.0001, minimizing loss: 0.4134, maximizing loss: 0.4864
epoch: 48, loss: -0.0003, minimizing loss: 0.4151, maximizing loss: 0.4886
epoch: 49, loss: -0.0007, minimizing loss: 0.4149, maximizing loss: 0.4889
epoch: 50, loss: -0.0006, minimizing loss: 0.4194, maximizing loss: 0.4941
epoch: 51, loss: -0.0009, minimizing loss: 0.4168, maximizing loss: 0.4914
epoch: 52, loss: -0.0010, minimizing loss: 0.4225, maximizing loss: 0.4983
epoch: 53, loss: -0.0015, minimizing loss: 0.4155, maximizing loss: 0.4906
epoch: 54, loss: -0.0015, minimizing loss: 0.4199, maximizing loss: 0.4958
epoch: 55, loss: -0.0020, minimizing loss: 0.4136, maximizing loss: 0.4890
epoch: 56, loss: -0.0030, minimizing loss: 0.4080, maximizing loss: 0.4835
epoch: 57, loss: -0.0039, minimizing loss: 0.4112, maximizing loss: 0.4883
epoch: 58, loss: -0.0050, minimizing loss: 0.4118, maximizing loss: 0.4903
epoch: 59, loss: -0.0058, minimizing loss: 0.4141, maximizing loss: 0.4940
epoch: 60, loss: -0.0057, minimizing loss: 0.4219, maximizing loss: 0.5032
epoch: 61, loss: -0.0057, minimizing loss: 0.4306, maximizing loss: 0.5132
epoch: 62, loss: -0.0041, minimizing loss: 0.4525, maximizing loss: 0.5372
epoch: 63, loss: -0.0004, minimizing loss: 0.4573, maximizing loss: 0.5384
epoch: 64, loss: -0.0021, minimizing loss: 0.4651, maximizing loss: 0.5497
epoch: 65, loss: 0.0031, minimizing loss: 0.4748, maximizing loss: 0.5549
epoch: 66, loss: -0.0077, minimizing loss: 0.4398, maximizing loss: 0.5264
epoch: 67, loss: -0.0033, minimizing loss: 0.4503, maximizing loss: 0.5336
epoch: 68, loss: -0.0114, minimizing loss: 0.4308, maximizing loss: 0.5202
epoch: 69, loss: -0.0085, minimizing loss: 0.4837, maximizing loss: 0.5791
epoch: 70, loss: 0.0054, minimizing loss: 0.5367, maximizing loss: 0.6250
epoch: 71, loss: -0.0082, minimizing loss: 0.4591, maximizing loss: 0.5498
epoch: 72, loss: 0.0100, minimizing loss: 0.6198, maximizing loss: 0.7175
epoch: 73, loss: 0.0032, minimizing loss: 0.5482, maximizing loss: 0.6411
epoch: 74, loss: -0.0003, minimizing loss: 0.4546, maximizing loss: 0.5352
epoch: 75, loss: -0.0085, minimizing loss: 0.5013, maximizing loss: 0.5998
epoch: 76, loss: 0.0012, minimizing loss: 0.4842, maximizing loss: 0.5682
epoch: 77, loss: -0.0089, minimizing loss: 0.4428, maximizing loss: 0.5314
epoch: 78, loss: 0.0058, minimizing loss: 0.5675, maximizing loss: 0.6608
epoch: 79, loss: -0.0052, minimizing loss: 0.4220, maximizing loss: 0.5026
epoch: 80, loss: 0.0065, minimizing loss: 0.5847, maximizing loss: 0.6802
epoch: 81, loss: 0.0340, minimizing loss: 0.6512, maximizing loss: 0.7261
epoch: 82, loss: 0.0213, minimizing loss: 0.5356, maximizing loss: 0.6051
epoch: 83, loss: 0.0048, minimizing loss: 0.4551, maximizing loss: 0.5297
epoch: 84, loss: 0.0005, minimizing loss: 0.4400, maximizing loss: 0.5171
epoch: 85, loss: -0.0022, minimizing loss: 0.4324, maximizing loss: 0.5113
epoch: 86, loss: -0.0046, minimizing loss: 0.4291, maximizing loss: 0.5102
epoch: 87, loss: -0.0064, minimizing loss: 0.4323, maximizing loss: 0.5162
