epoch: 0, loss: 1.4118, minimizing loss: 14.2193, maximizing loss: 14.2306
epoch: 1, loss: 0.0893, minimizing loss: 1.2091, maximizing loss: 1.2442
epoch: 2, loss: 0.0620, minimizing loss: 1.2855, maximizing loss: 1.3595
epoch: 3, loss: 0.0590, minimizing loss: 1.4026, maximizing loss: 1.4929
epoch: 4, loss: 0.0588, minimizing loss: 1.4025, maximizing loss: 1.4930
epoch: 5, loss: 0.0587, minimizing loss: 1.4019, maximizing loss: 1.4924
epoch: 6, loss: 0.0587, minimizing loss: 1.4011, maximizing loss: 1.4916
epoch: 7, loss: 0.0586, minimizing loss: 1.3993, maximizing loss: 1.4897
epoch: 8, loss: 0.0584, minimizing loss: 1.3981, maximizing loss: 1.4886
epoch: 9, loss: 0.0581, minimizing loss: 1.3969, maximizing loss: 1.4875
epoch: 10, loss: 0.0576, minimizing loss: 1.3908, maximizing loss: 1.4813
epoch: 11, loss: 0.0565, minimizing loss: 1.3776, maximizing loss: 1.4678
epoch: 12, loss: 0.0542, minimizing loss: 1.3444, maximizing loss: 1.4335
epoch: 13, loss: 0.0467, minimizing loss: 1.2685, maximizing loss: 1.3576
epoch: 14, loss: 0.0356, minimizing loss: 1.1543, maximizing loss: 1.2430
epoch: 15, loss: 0.0304, minimizing loss: 1.1228, maximizing loss: 1.2138
epoch: 16, loss: 0.0285, minimizing loss: 1.1149, maximizing loss: 1.2071
epoch: 17, loss: 0.0264, minimizing loss: 1.0991, maximizing loss: 1.1919
epoch: 18, loss: 0.0237, minimizing loss: 1.0727, maximizing loss: 1.1656
epoch: 19, loss: 0.0228, minimizing loss: 1.0637, maximizing loss: 1.1566
epoch: 20, loss: 0.0211, minimizing loss: 1.0482, maximizing loss: 1.1413
epoch: 21, loss: 0.0203, minimizing loss: 1.0404, maximizing loss: 1.1335
epoch: 22, loss: 0.0197, minimizing loss: 1.0370, maximizing loss: 1.1303
epoch: 23, loss: 0.0191, minimizing loss: 1.0329, maximizing loss: 1.1264
epoch: 24, loss: 0.0185, minimizing loss: 1.0297, maximizing loss: 1.1236
epoch: 25, loss: 0.0178, minimizing loss: 1.0262, maximizing loss: 1.1205
epoch: 26, loss: 0.0169, minimizing loss: 1.0217, maximizing loss: 1.1164
epoch: 27, loss: 0.0169, minimizing loss: 1.0174, maximizing loss: 1.1117
epoch: 28, loss: 0.0149, minimizing loss: 1.0027, maximizing loss: 1.0976
epoch: 29, loss: 0.0139, minimizing loss: 0.9982, maximizing loss: 1.0937
epoch: 30, loss: 0.0110, minimizing loss: 0.9764, maximizing loss: 1.0727
epoch: 31, loss: 0.0092, minimizing loss: 0.9583, maximizing loss: 1.0545
epoch: 32, loss: 0.0061, minimizing loss: 0.9358, maximizing loss: 1.0331
epoch: 33, loss: 0.0034, minimizing loss: 0.9136, maximizing loss: 1.0113
epoch: 34, loss: 0.0015, minimizing loss: 0.9025, maximizing loss: 1.0011
epoch: 35, loss: -0.0011, minimizing loss: 0.8815, maximizing loss: 0.9806
epoch: 36, loss: -0.0037, minimizing loss: 0.8666, maximizing loss: 0.9669
epoch: 37, loss: -0.0056, minimizing loss: 0.8616, maximizing loss: 0.9636
epoch: 38, loss: -0.0072, minimizing loss: 0.8599, maximizing loss: 0.9634
epoch: 39, loss: -0.0073, minimizing loss: 0.8562, maximizing loss: 0.9594
epoch: 40, loss: -0.0085, minimizing loss: 0.8454, maximizing loss: 0.9488
epoch: 41, loss: -0.0106, minimizing loss: 0.8383, maximizing loss: 0.9433
epoch: 42, loss: -0.0111, minimizing loss: 0.8400, maximizing loss: 0.9457
epoch: 43, loss: -0.0129, minimizing loss: 0.8384, maximizing loss: 0.9458
epoch: 44, loss: -0.0143, minimizing loss: 0.8286, maximizing loss: 0.9366
epoch: 45, loss: -0.0162, minimizing loss: 0.8300, maximizing loss: 0.9403
epoch: 46, loss: -0.0178, minimizing loss: 0.8323, maximizing loss: 0.9446
epoch: 47, loss: -0.0186, minimizing loss: 0.8264, maximizing loss: 0.9389
epoch: 48, loss: -0.0193, minimizing loss: 0.8322, maximizing loss: 0.9461
epoch: 49, loss: -0.0200, minimizing loss: 0.8341, maximizing loss: 0.9489
epoch: 50, loss: -0.0203, minimizing loss: 0.8382, maximizing loss: 0.9539
epoch: 51, loss: -0.0205, minimizing loss: 0.8439, maximizing loss: 0.9605
epoch: 52, loss: -0.0215, minimizing loss: 0.8458, maximizing loss: 0.9636
epoch: 53, loss: -0.0219, minimizing loss: 0.8558, maximizing loss: 0.9752
epoch: 54, loss: -0.0224, minimizing loss: 0.8618, maximizing loss: 0.9825
epoch: 55, loss: -0.0231, minimizing loss: 0.8693, maximizing loss: 0.9916
epoch: 56, loss: -0.0234, minimizing loss: 0.8788, maximizing loss: 1.0025
epoch: 57, loss: -0.0229, minimizing loss: 0.8992, maximizing loss: 1.0246
epoch: 58, loss: -0.0233, minimizing loss: 0.9128, maximizing loss: 1.0402
epoch: 59, loss: -0.0212, minimizing loss: 0.9603, maximizing loss: 1.0906
epoch: 60, loss: -0.0234, minimizing loss: 0.9338, maximizing loss: 1.0635
epoch: 61, loss: -0.0238, minimizing loss: 0.9342, maximizing loss: 1.0644
epoch: 62, loss: -0.0216, minimizing loss: 0.9291, maximizing loss: 1.0563
epoch: 63, loss: -0.0192, minimizing loss: 0.9127, maximizing loss: 1.0355
epoch: 64, loss: -0.0200, minimizing loss: 0.9244, maximizing loss: 1.0494
epoch: 65, loss: -0.0192, minimizing loss: 0.9368, maximizing loss: 1.0622
epoch: 66, loss: -0.0206, minimizing loss: 0.9167, maximizing loss: 1.0415
epoch: 67, loss: -0.0223, minimizing loss: 0.9190, maximizing loss: 1.0459
epoch: 68, loss: -0.0241, minimizing loss: 0.9231, maximizing loss: 1.0524
epoch: 69, loss: -0.0189, minimizing loss: 0.9713, maximizing loss: 1.1002
epoch: 70, loss: -0.0250, minimizing loss: 0.9418, maximizing loss: 1.0742
epoch: 71, loss: -0.0315, minimizing loss: 1.0036, maximizing loss: 1.1502
epoch: 72, loss: -0.0180, minimizing loss: 1.0450, maximizing loss: 1.1811
epoch: 73, loss: -0.0195, minimizing loss: 1.0017, maximizing loss: 1.1346
epoch: 74, loss: -0.0056, minimizing loss: 1.0367, maximizing loss: 1.1580
epoch: 75, loss: -0.0004, minimizing loss: 0.8902, maximizing loss: 0.9896
epoch: 76, loss: -0.0091, minimizing loss: 0.8336, maximizing loss: 0.9364
epoch: 77, loss: -0.0138, minimizing loss: 0.8090, maximizing loss: 0.9143
epoch: 78, loss: -0.0184, minimizing loss: 0.7961, maximizing loss: 0.9050
epoch: 79, loss: -0.0211, minimizing loss: 0.8105, maximizing loss: 0.9240
epoch: 80, loss: -0.0222, minimizing loss: 0.8244, maximizing loss: 0.9407
epoch: 81, loss: -0.0227, minimizing loss: 0.8373, maximizing loss: 0.9556
epoch: 82, loss: -0.0229, minimizing loss: 0.8583, maximizing loss: 0.9792
epoch: 83, loss: -0.0238, minimizing loss: 0.8738, maximizing loss: 0.9973
epoch: 84, loss: -0.0242, minimizing loss: 0.9037, maximizing loss: 1.0310
epoch: 85, loss: -0.0200, minimizing loss: 0.9143, maximizing loss: 1.0381
epoch: 86, loss: -0.0257, minimizing loss: 0.8444, maximizing loss: 0.9668
epoch: 87, loss: -0.0224, minimizing loss: 0.9252, maximizing loss: 1.0529
epoch: 88, loss: -0.0241, minimizing loss: 0.9122, maximizing loss: 1.0403
epoch: 89, loss: -0.0262, minimizing loss: 0.9284, maximizing loss: 1.0607
epoch: 90, loss: -0.0265, minimizing loss: 0.9700, maximizing loss: 1.1072
epoch: 91, loss: -0.0195, minimizing loss: 1.0258, maximizing loss: 1.1614
epoch: 92, loss: -0.0276, minimizing loss: 0.9712, maximizing loss: 1.1097
